;nofiness;rs;rslongue;complrs;numvoie;typvoie;voie;compvoie;compldistrib;lieuditbp;commune;ligneacheminement;departement;libdepartement;telephone;statutjuridique;libstatutjuridique;categetab;libcategetab;siren;codeape;datecrea
structureej;550000368;MAISON DE RETRAITE D'ETAIN;"MAISON DE RETRAITE ""LATAYE"" D'ETAIN";;4;R;LATAYE;;;;181;55400 ETAIN;55;MEUSE;329871281;21;Etablissement Social et Médico-Social Communal;;;265500157;8710A;01/01/2001
structureej;550000376;EHPAD SAINT CHARLES GONDRECOURT;EHPAD SAINT CHARLES A GONDRECOURT LE CHATEAU;;6;R;DU PANORAMA;T;;;215;55130 GONDRECOURT LE CHATEAU;55;MEUSE;329896380;21;Etablissement Social et Médico-Social Communal;;;265500058;8710A;01/01/2001
structureej;550000384;EHPAD RESIDENCE DE LA PLAISANCE;;;15;BD;RAYMOND POINCARE;;;;291;55500 LIGNY EN BARROIS;55;MEUSE;329784122;21;Etablissement Social et Médico-Social Communal;;;265500066;8710A;01/01/2001
structureej;550000426;AMSEAA;ASSOCIATION MEUSIENNE SAUVEGARDE ENFANCE ADOLESCENCE;;;R;DU CLOS DE JARDIN FONTAINE;;;;505;55840 THIERVILLE SUR MEUSE;55;MEUSE;329860990;61;Association Loi 1901 Reconnue d'Utilité Publique;;;317528008;8790A;01/01/2001
structureej;550000483;ASSOCIATION L'AVENIR MONTPLONNE;;;;;;;;LES SAUSAIES;352;55000 MONTPLONNE;55;MEUSE;329786082;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;301983623;8710B;01/01/2001
structureej;550000491;UDAF DE LA MEUSE;UNION DEPARTEMENTALE DES ASSOCIATIONS FAMILIALES DE LA MEUSE;;7;QUA;SADI CARNOT;B;;BP 107;29;55002 BAR LE DUC CEDEX;55;MEUSE;329794223;61;Association Loi 1901 Reconnue d'Utilité Publique;;;783382393;9499Z;01/01/2001
structureej;550000509;ASSOCIATION TUTELAIRE DE LA MEUSE;ASSOCIATION TUTELAIRE DE LA MEUSE;;18;AV;GAMBETTA;;;BP 60225;29;55005 BAR LE DUC CEDEX;55;MEUSE;329761373;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;315257097;8899B;01/01/2001
structureej;550000525;ASSOCIATION MEUSIENNE DE PREVENTION;ASSOCIATION MEUSIENNE DE PREVENTION;;2;R;D'ANJOU;;;;29;55000 BAR LE DUC;55;MEUSE;329761151;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;320880776;;01/01/2001
structureej;550000566;RESIDENCE PERSONNES AGEES;RESIDENCE D'HEBERGEMENT TEMPORAIRE;;90;R;DES CAPUCINS;B;;;122;55200 COMMERCY;55;MEUSE;329912680;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;411510662;8710A;01/01/2001
structureej;550001044;PHARMACIE BERNARDINI - KUBLER;PHARMACIE BERNARDINI - KUBLER;;18;R;DE FREMY;;;;10;55170 ANCERVILLE;55;MEUSE;329753047;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;823956594;;23/07/1999
structureej;550001069;ASSOCIATION EIXISTER;;;12;R;DU CHATEAU;;;;171;55400 EIX;55;MEUSE;329883989;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;429184781;8790A;25/01/2001
structureej;550001077;PHARMACIE SAUTROT;PHARMACIE SAUTROT;;4;R;MAGINOT;;;;29;55000 BAR LE DUC;55;MEUSE;329791184;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;824769251;;11/05/1942
structureej;550001127;PHARMACIE POINCARE;PHARMACIE POINCARE;;28;R;DES ROMAINS;;;;29;55000 BAR LE DUC;55;MEUSE;329790348;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;949483333;;10/05/2017
structureej;550001143;PHARMACIE DOSTE;PHARMACIE DOSTE;;37;R;DES DUCS;;;;29;55000 BAR LE DUC;55;MEUSE;329761492;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;482351681;;24/08/1990
structureej;550001176;PHARMACIE DE LA GARE;PHARMACIE DE LA GARE;;22;R;GENERAL DE GAULLE;;;;29;55000 BAR LE DUC;55;MEUSE;329791174;72;Société A Responsabilité Limitée (S.A.R.L.);;;450322086;;26/04/2017
structureej;550001192;PHARMACIE HERBINET;PHARMACIE HERBINET;;10;BD;DE LA ROCHELLE;;;;29;55000 BAR LE DUC;55;MEUSE;329762056;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;492969134;;11/05/1942
structureej;550001226;PHARMACIE DU BOULEVARD;PHARMACIE DU BOULEVARD;;62;BD;DE LA ROCHELLE;;;;29;55000 BAR LE DUC;55;MEUSE;374953487;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;452655541;;11/05/1942
structureej;550001242;SELARL PHARMACIE SAINTE CATHERINE;SELARL PHARMACIE SAINTE CATHERINE;;;PL;SAINTE CATHERINE;;;;29;55000 BAR LE DUC;55;MEUSE;329452723;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;810069039;;23/08/1973
structureej;550001259;MAISON FAMILIALE RURALE;;;8;R;DU FOUR A CHAUX;;;;122;55200 COMMERCY;55;MEUSE;329910436;61;Association Loi 1901 Reconnue d'Utilité Publique;;;783387954;8559B;07/12/1968
structureej;550001275;PHARMACIE DE MARBOT;PHARMACIE DE MARBOT;;65;R;DE SAINT MIHIEL;;;;29;55000 BAR LE DUC;55;MEUSE;329790473;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;482351525;;12/02/1981
structureej;550001291;PHARMACIE HENRION;PHARMACIE HENRION;;150;R;DU GENERAL DE GAULLE;;;;43;55430 BELLEVILLE SUR MEUSE;55;MEUSE;329843097;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;489092254;;22/12/2000
structureej;550001341;PHARMACIE DE BOULIGNY;PHARMACIE DE BOULIGNY;;217;R;DE LA LIBERATION;;;;63;55240 BOULIGNY;55;MEUSE;329879317;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;332117167;;11/05/1942
structureej;550001374;PHARMACIE VANDEPUTTE;PHARMACIE VANDEPUTTE;;13;R;THIERS;;;;117;55120 CLERMONT EN ARGONNE;55;MEUSE;329874140;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;382600211;;21/10/1946
structureej;550001390;PHARMACIE LORRAINE;PHARMACIE LORRAINE;;1;R;DES CAPUCINS;;;;122;55200 COMMERCY;55;MEUSE;329910132;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;888987674;;11/05/1942
structureej;550001424;PHARMACIE COQUILLAUD;PHARMACIE COQUILLAUD;;13;PL;CHARLES DE GAULLE;;;;122;55200 COMMERCY;55;MEUSE;329910115;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;829503978;;11/05/1942
structureej;550001440;PHARMACIE FALTOT;PHARMACIE FALTOT;;23;PL;CHARLES DE GAULLE;;;;122;55200 COMMERCY;55;MEUSE;329910131;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;810150755;;11/05/1942
structureej;550001465;PHARMACIE PREVOT;PHARMACIE PREVOT;;3;R;ANDRE LEBLANC;;;;132;55170 COUSANCES LES FORGES;55;MEUSE;329708069;70;Personne Physique;;;329900641;;04/04/1978
structureej;550001515;PHARMACIE DES BALLASTIERES;PHARMACIE DES BALLASTIERES;;35;R;CARNOT;;;;145;55150 DAMVILLERS;55;MEUSE;329856029;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;418123725;;14/08/1968
structureej;550001531;PHARMACIE CAMBRESY;PHARMACIE CAMBRESY;;1;ALL;GEORGES BEAUMONT;;;;154;55320 DIEUE SUR MEUSE;55;MEUSE;;72;Société A Responsabilité Limitée (S.A.R.L.);;;480928381;;20/09/2013
structureej;550001564;PHARMACIE CAMBRESY;PHARMACIE CAMBRESY;;21;CAR;DE LA LIBERATION;;;;155;55120 DOMBASLE EN ARGONNE;55;MEUSE;329868128;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;502382229;;13/12/1978
structureej;550001580;PHARMACIE GUILLOT - MATHIEU;PHARMACIE GUILLOT - MATHIEU;;17;R;DE L HOTEL DE VILLE;;;;167;55110 DUN SUR MEUSE;55;MEUSE;329809036;71;Société en Nom Collectif (S.N.C.);;;448271296;;09/10/1967
structureej;550001614;PHARMACIE JANNOT -  ALLACH;PHARMACIE JANNOT -  ALLACH;;3;R;RAYMOND POINCARE;;;;181;55400 ETAIN;55;MEUSE;329871074;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;822715868;;11/05/1942
structureej;550001630;PHARMACIE ALTHEN;PHARMACIE ALTHEN;;21;R;RAYMOND POINCARE;;;;181;55400 ETAIN;55;MEUSE;329871288;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;400685343;;05/11/2003
structureej;550001663;PHARMACIE PIERROT-DARMOIS;PHARMACIE PIERROT-DARMOIS;;6;PL;DE LA MAIRIE;;;;186;55000 FAINS VEEL;55;MEUSE;329450116;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;492931464;;07/06/1982
structureej;550001697;PHARMACIE G. AUBOIN;PHARMACIE G. AUBOIN;;14;PL;CLEMENCEAU;;;;198;55160 FRESNES EN WOEVRE;55;MEUSE;329873103;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;326361235;;22/01/1987
structureej;550001713;PHARMACIE DE L'ORNAIN;PHARMACIE DE L'ORNAIN;;8;PL;DE L HOTEL DE VILLE;;;;215;55130 GONDRECOURT LE CHATEAU;55;MEUSE;329896311;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;853988285;;11/05/1942
structureej;550001747;PHARMACIE HERY;PHARMACIE HERY;;7;R;DES BOTS;;;;268;55300 LACROIX SUR MEUSE;55;MEUSE;;70;Personne Physique;;;483089983;;10/01/2017
structureej;550001762;PHARMACIE  GARDEUR;PHARMACIE  GARDEUR;;11;RTE;NATIONALE;;;;288;55200 LEROUVILLE;55;MEUSE;329910629;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;500562368;;19/08/1980
structureej;550001796;PHARMACIE  JEUNOT;PHARMACIE  JEUNOT;;10;R;DU GENERAL DE GAULLE;;;;291;55500 LIGNY EN BARROIS;55;MEUSE;329784054;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;789851656;;29/05/1963
structureej;550001812;PHARMACIE MINSTER;PHARMACIE MINSTER;;116;R;DU GENERAL DE GAULLE;;;;291;55500 LIGNY EN BARROIS;55;MEUSE;329784011;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;479601130;;25/11/2005
structureej;550001861;PHARMACIE DE L'ORNAIN;PHARMACIE DE L'ORNAIN;;13;R;DES ALLIES;;;;302;55000 LONGEVILLE EN BARROIS;55;MEUSE;329792497;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;840106363;;18/03/2024
structureej;550001911;PHARMACIE LORRAIN;PHARMACIE LORRAIN;;9;R;MABILLE;;;;351;55600 MONTMEDY;55;MEUSE;329801134;72;Société A Responsabilité Limitée (S.A.R.L.);;;844660662;;04/11/1950
structureej;550001945;PHARMACIE MARC;PHARMACIE MARC;;15;R;MABILLE;;;;351;55600 MONTMEDY;55;MEUSE;329801038;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;493972723;;25/04/1951
structureej;550001994;PHARMACIE DE PIERREFITTE;PHARMACIE DE PIERREFITTE;;3;R;de l'Eglise;;;;404;55260 PIERREFITTE SUR AIRE;55;MEUSE;329750336;72;Société A Responsabilité Limitée (S.A.R.L.);;;332918697;;28/11/1984
structureej;550002034;PHARMACIE MAGINOT;PHARMACIE MAGINOT;;6;R;ARISTIDE BRIAND;;;;427;55800 REVIGNY SUR ORNAIN;55;MEUSE;329756065;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;329818983;;21/01/2005
structureej;550002067;PHARMACIE KENNEL;PHARMACIE KENNEL;;16;R;DU GENERAL SARRAIL;;;;427;55800 REVIGNY SUR ORNAIN;55;MEUSE;329756174;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;429581002;;11/01/1966
structureej;550002083;PHARMACIE GEORGE;PHARMACIE GEORGE;;26;R;DE GIRONDE;;;;435;55000 ROBERT ESPAGNE;55;MEUSE;329754710;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;879964054;;17/09/1981
structureej;550002133;PHARMACIE MARCHAL;PHARMACIE MARCHAL;;9;R;NOTRE DAME;;;;463;55300 ST MIHIEL;55;MEUSE;329890004;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;401197611;;12/11/2018
structureej;550002182;PHARMACIE  WILCKE;PHARMACIE  WILCKE;;9;CHEM;DU MONT;;;;500;55230 SPINCOURT;55;MEUSE;329859232;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;450249032;;05/09/2011
structureej;550002323;PHARMACIE LAURENT;PHARMACIE LAURENT;;6;AV;de Verdun;;;;502;55700 STENAY;55;MEUSE;329803070;72;Société A Responsabilité Limitée (S.A.R.L.);;;391882891;;10/01/2013
structureej;550002372;PHARMACIE PERRIN;PHARMACIE PERRIN;;13;AV;PIERRE GOUBET;B;;;505;55840 THIERVILLE SUR MEUSE;55;MEUSE;329860749;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;432913994;;12/05/2014
structureej;550002455;PHARMACIE RICHARD;PHARMACIE RICHARD;;64;RTE;NATIONALE;;;;519;55310 TRONVILLE EN BARROIS;55;MEUSE;329788050;71;Société en Nom Collectif (S.N.C.);;;439519315;;21/12/2001
structureej;550002471;PHARMACIE MORIZET;PHARMACIE MORIZET;;20;R;DE CHEPPY;;;;527;55270 VARENNES EN ARGONNE;55;MEUSE;329807118;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;981155989;;12/08/2008
structureej;550002521;PHARMACIE SIMON - VALLETTE;PHARMACIE SIMON - VALLETTE;;54;R;JEANNE D ARC;;;;533;55140 VAUCOULEURS;55;MEUSE;329894125;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;488283706;;11/05/1943
structureej;550002554;PHARMACIE FRANCOIS OLIVIER;PHARMACIE FRANCOIS OLIVIER;;8;PL;FOCH;;;;545;55100 VERDUN;55;MEUSE;329860116;70;Personne Physique;;;429793227;;11/05/1942
structureej;550002604;PHARMACIE CIRET;PHARMACIE CIRET;;6;AV;GARIBALDI;;;;545;55100 VERDUN;55;MEUSE;329860245;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;800132649;;26/11/1998
structureej;550002620;PHARMACIE QUENCEZ-GENIN;PHARMACIE QUENCEZ-GENIN;;8;AV;DE METZ;;;;545;55100 VERDUN;55;MEUSE;329843027;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;534830690;;03/03/1964
structureej;550002653;PHARMACIE PORTE DE FRANCE;PHARMACIE PORTE DE FRANCE;;82;R;PIERRE DEMATHIEU;;;;545;55100 VERDUN;55;MEUSE;329862404;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;442805347;;16/10/2012
structureej;550002687;PHARMACIE DU PRESIDENT POINCARE;PHARMACIE DU PRESIDENT POINCARE;;26;R;DU PRESIDENT POINCARE;;;;545;55100 VERDUN;55;MEUSE;329860127;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;420387052;;11/05/1942
structureej;550002703;PHARMACIE FRANCOIS - DUTOUR;PHARMACIE FRANCOIS - DUTOUR;;75;AV;DE LA 42EME DIVISION;;;;545;55100 VERDUN;55;MEUSE;329841249;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;883545493;;20/01/1965
structureej;550002737;PHARMACIE THIERCY;PHARMACIE THIERCY;;4;R;SAINT PAUL;;;;545;55100 VERDUN;55;MEUSE;329860551;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;480143908;;11/05/1942
structureej;550002752;PHARMACIE TOGNOLI-POIRAT;PHARMACIE TOGNOLI-POIRAT;;10;R;SUR L EAU;;;;545;55100 VERDUN;55;MEUSE;329860949;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;384126165;;08/12/2007
structureej;550002786;PHARMACIE MARTIN;PHARMACIE MARTIN;;72;R;RAYMOND POINCARE;B;;;551;55210 VIGNEULLES LES HATTONCHATE;55;MEUSE;329893032;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;851389510;;09/10/2013
structureej;550002802;PHARMACIE LELIEVRE;PHARMACIE LELIEVRE;;12;R;JEAN THIRIOT;;;;553;55200 VIGNOT;55;MEUSE;329914069;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;491147237;;19/11/1985
structureej;550002836;PHARMACIE HENRY;PHARMACIE HENRY;;19;R;NOTRE DAME;;;;573;55190 VOID VACON;55;MEUSE;329898305;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;851359463;;05/05/1997
structureej;550003149;GIE SCANNER ET IRM DU BARROIS;;CH DE BAR LE DUC;1;BD;D'ARGONNE;;;BP 10510;29;55012 BAR LE DUC CEDEX;55;MEUSE;325569776;76;Groupement d'Intérêt Economique (G.I.E.);699;Entité Ayant Autorisation;491725867;8621Z;19/09/2006
structureej;550003354;CH DE BAR-LE-DUC FAINS-VEEL;CENTRE HOSPITALIER DE BAR-LE-DUC FAINS-VEEL;;1;BD;D'ARGONNE;;;CS 10510;29;55012 BAR LE DUC CEDEX;55;MEUSE;329458888;13;Etablissement Public Communal d'Hospitalisation;355;Centre Hospitalier (C.H.);265500025;8610Z;01/01/2001
structureej;550003578;GCS  DU BARROIS;GROUPEMENT DE COOPERATION SANITAIRE DU BARROIS;CH DE BAR LE DUC;1;BD;D'ARGONNE;;;;29;55012 BAR LE DUC CEDEX;55;MEUSE;329458830;89;Groupement de Coopération Sanitaire Privé;;;518022686;9499Z;30/03/2007
structureej;550003933;ASS PUPILLES ENSEIGNEMENT PUBLIC;ASSOCIATION DES PUPILLES DE L ENSEIGNEMENT PUBLIC;;43;R;DE CHAMPAGNE;;;;29;55000 BAR LE DUC;55;MEUSE;329793124;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;318302551;8891B;01/01/2001
structureej;550003990;CCAS  DE REVIGNY SUR ORNAIN;CENTRE COMMUNAL D'ACTION SOCIALE DE REVIGNY SUR ORNAIN;;;PL;PIERRE GAXOTTE;;;;427;55800 REVIGNY SUR ORNAIN;55;MEUSE;329705055;17;Centre Communal d'Action Sociale;;;265500389;8899B;01/01/2001
structureej;550004006;CCAS  DE COMMERCY;CENTRE COMMUNAL D'ACTION SOCIALE DE COMMERCY;;2;PL;DU FER A CHEVAL;B;;;122;55200 COMMERCY;55;MEUSE;329910218;17;Centre Communal d'Action Sociale;;;265500314;8899B;01/01/2001
structureej;550004030;C C A S  DE SOMMEDIEUE;CENTRE COMMUNAL D'ACTION SOCIALE;;;;;;MAIRIE DE SOMMEDIEUE;;492;55320 SOMMEDIEUE;55;MEUSE;329876146;17;Centre Communal d'Action Sociale;;;265500678;8899B;01/01/2001
structureej;550004717;GCS PSSM;GCS POLE DE SANTE DU SUD MEUSIEN;;1;BD;D'ARGONNE;;CH DE BAR-LE-DUC;BP 10510;29;55012 BAR LE DUC CEDEX;55;MEUSE;329458888;29;Groupement de Coopération Sanitaire public;;;265500892;;25/02/1985
structureej;550004733;ASSOCIATION AMIE;ASSOCIATION MEUSIENNE D'INFORMATION ET D'ENTRAIDE;;2;R;PASTEUR;;;;43;55430 BELLEVILLE SUR MEUSE;55;MEUSE;329865623;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;331802991;8790B;01/01/2001
structureej;550005003;ADAPEI DE LA MEUSE;ASSOC. DEPART. AMIS ET PARENTS ENFANTS INADAPTES DE LA MEUSE;;;RTE;DE NEUVILLE;;;;531;55800 VASSINCOURT;55;MEUSE;329785353;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;775616592;8899B;01/01/2001
structureej;550005086;ASSOC LOCALE ADMR LA VIGNE;ASSOCIATION LOCALE ADMR LA VIGNE;;6;RTE;DE RIVAL;;;;532;55250 VAUBECOURT;55;MEUSE;329706980;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;379624323;8730A;01/01/2001
structureej;550005649;FEDERATION ADMR DE LA MEUSE;FEDERATION DEPART. ASSOCIATIONS AIDE DOMICILE MILIEU RURAL;;50;R;DE LA RESIDENCE DU PARC;;;;545;55100 VERDUN;55;MEUSE;329845832;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;337983316;8899B;01/01/2001
structureej;550005771;DEPARTEMENT DE LA MEUSE;;;;PL;PIERRE FRANÇOIS GOSSIN;;;;29;55000 BAR LE DUC;55;MEUSE;329457755;2;Département;;;225500016;8411Z;01/01/2001
structureej;550006381;GROUPE SCOLAIRE SAINTE ANNE;;;14;R;MAUTROTE;;;BP 20131;545;55104 VERDUN CEDEX;55;MEUSE;329833650;1;Etat;;;334225950;8531Z;11/06/2010
structureej;550006589;ASSOCIATION LES COLOMBES;;;16;R;DES EPARGES;;;;198;55160 FRESNES EN WOEVRE;55;MEUSE;967472814;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;508972643;8810A;30/06/2008
structureej;550006670;ADHAP SERVICES;;NT LORRAINE CHAMPAGNE SERVICES;12;R;DU CYGNE;;;;29;55000 BAR LE DUC;55;MEUSE;329777570;72;Société A Responsabilité Limitée (S.A.R.L.);;;481061596;8810A;11/04/2007
structureej;550006712;MSP DE SPINCOURT;MAISON DE SANTE PLURIDISCIPLINAIRE DE SPINCOURT;;9;CHE;DU MONT;;;;500;55230 SPINCOURT;55;MEUSE;329859732;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;808361372;;07/11/2011
structureej;550006738;MAISON DE SANTE DES COTES DE MEUSE;;;74;R;RAYMOND POINCARE;;;;551;55210 VIGNEULLES LES HATTONCHATE;55;MEUSE;329306929;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;487583080;8621Z;26/10/2010
structureej;550006753;MSP DE REVIGNY SUR ORNAIN;MAISON DE SANTE PLURIDISCIPLINAIRE DE REVIGNY SUR ORNAIN;;10;R;JEAN MOULIN;;;;427;55800 REVIGNY SUR ORNAIN;55;MEUSE;329751755;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;;;08/09/2010
structureej;550006795;CENTRE HOSPITALIER VERDUN/SAINT MIHIEL;;;2;R;D'ANTHOUARD;;;BP 20713;545;55100 VERDUN;55;MEUSE;329838485;14;Etablissement Public Intercommunal d'Hospitalisation;355;Centre Hospitalier (C.H.);200039782;8610Z;20/08/2013
structureej;550006845;SA ALK ABELLO;;;;ZA;LES VIGNES DES COTES;;;;527;55270 VARENNES EN ARGONNE;55;MEUSE;329807162;73;Société Anonyme (S.A.);;;847180064;2120Z;10/06/1971
structureej;550006886;CIAS BAR LE DUC - SUD MEUSE;CIAS DE LA COMMUNAUTE D'AGGLOMERATION BAR-LE-DUC - SUD MEUSE;;12;R;LAPIQUE;;HOTEL DE VILLE;BP 90167;29;55003 BAR LE DUC CEDEX;55;MEUSE;329791741;8;Centre Intercommunal d'Action Sociale (CIAS);;;200034072;8899B;01/01/2013
structureej;550006894;MAISON DE SANTE DE CENTRE ARGONNE;MAISON DE SANTE DE CENTRE ARGONNE;;24;R;THIERS;B;;;117;55120 CLERMONT EN ARGONNE;55;MEUSE;329874112;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;825166978;8690D;06/03/2010
structureej;550006910;MAISON DE SANTE DU VAL DE MEUSE;;;6;R;RATTENTOUT;;;;154;55320 DIEUE SUR MEUSE;55;MEUSE;329858535;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;;;01/10/2014
structureej;550006936;MSP DE VOID VACON;MAISON DE SANTE PLURIDISCIPLINAIRE DE VOID VACON;;1;R;SIMONE VEIL;;;;573;55190 VOID VACON;55;MEUSE;329900624;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;797800323;;10/10/2013
structureej;550006951;POLE DE SANTE SAULX ET PERTHOIS;;;1;;PETIT PARC;;;;296;55000 L ISLE EN RIGAULT;55;MEUSE;329702015;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;798484069;;14/11/2013
structureej;550006977;MAISON DE SANTE DU VAL D'ORNOIS;;;3;PL;DE L'HOTEL DE VILLE;B;;;215;55130 GONDRECOURT LE CHATEAU;55;MEUSE;329897018;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;802923912;;12/05/2014
structureej;550006993;POLE DE SANTE AIRE ARGONNE;POLE DE SANTE AIRE ARGONNE;;4;R;JEANNE GEORGE;;;TRIAUCOURT;517;55250 SEUIL D ARGONNE;55;MEUSE;329791417;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;804591592;8621Z;19/09/2014
structureej;550007017;MAISON DE SANTE DE DAMVILLERS;MAISON DE SANTE DE DAMVILLERS;;1;R;DE L'ABBE MANDRE;;;;145;55150 DAMVILLERS;55;MEUSE;329856019;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;944134600;8621Z;01/12/2012
structureej;550007074;ETAB. PUBLIC INTERCO. EHPAD D'ARGONNE;"ETABLISSEMENT PUBLIC INTERCOMMUNAL ""EHPAD D'ARGONNE""";;10;R;THIERS;;;;117;55120 CLERMONT EN ARGONNE;55;MEUSE;329807124;22;Etablissement Social et Médico-Social Intercommunal;;;200058345;8710A;01/01/2016
structureej;550007090;MSP DE FRESNES-EN-WOEVRE;MAISON DE SANTE PLURIDISCIPLINAIRE DE FRESNES-EN-WOEVRE;;16;R;DES EPARGES;B;;;198;55160 FRESNES EN WOEVRE;55;MEUSE;329873105;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;912082625;;01/10/2011
structureej;550007124;MAISON DE SANTE DE PAGNY-SUR-MEUSE;MAISON DE SANTE DE PAGNY-SUR-MEUSE;;24;GR;;B;;;398;55190 PAGNY SUR MEUSE;55;MEUSE;329906500;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;804341543;8621Z;25/11/2015
structureej;550007173;PSPP DE MONTMEDY;POLE DE SANTE PLURIPROFESSIONNEL PAYS DE MONTMEDY;;1;R;DU LUXEMBOURG;;;;351;55600 MONTMEDY;55;MEUSE;329801200;80;Société Interprofessionnelle Soins Ambulatoires (S.I.S.A.);;;820888774;8621Z;05/01/2016
structureej;550007231;EHPAD VALLÉE DE LA MEUSE;ETABLISSEMENT PUBLIC INTERCOMMUNAL- EHPAD VALLEE DE LA MEUSE;;3;VOI;ROMAINE;;;;533;55140 VAUCOULEURS;55;MEUSE;329892033;22;Etablissement Social et Médico-Social Intercommunal;;;200066496;8710A;18/10/2016
structureej;550007264;MEDICAL SERVICE 55;MEDICAL SERVICE 55;;;;LA COTE SAINT-MARTIN;;;;236;55100 HAUDAINVILLE;55;MEUSE;329834040;72;Société A Responsabilité Limitée (S.A.R.L.);;;419861786;4774Z;20/09/2011
